animalid,birthdate,animaltype,color,weight,location
e4a86c5d51f3eb,12/09/2018,Dog,Tan/White,14.0,Fort Worth
f953ba7e87a030,02/16/2016,Dog,Black/Tan,27.0,Fort Worth
d78dccc122177c,05/09/2008,Cat,White/Brown Tabby,6.0,San Antonio
28ed7a50fc9f76,05/01/2015,Dog,Black/White,27.0,Dallas
ffd1a0eb98b934,10/31/2017,Cat,Orange Tabby/White,3.0,Austin
496f7458505730,08/08/2014,Dog,Chocolate/White,28.0,San Antonio
56682acae6ccd4,02/25/2011,Dog,Black/White,49.0,Austin
c2c6d51df87a4a,06/22/2013,Dog,Black/White,36.0,Fort Worth
a7e157f4af6398,02/08/2015,Dog,Brown/White,39.0,Houston
faceb4bcd4f920,07/29/2015,Cat,Orange Tabby,5.0,San Antonio
8ed25af2bb4960,09/02/2016,Dog,White/Tan,49.0,Houston
310e07a4d08048,11/01/2020,Dog,Brown/White,35.0,Austin
c3664cfed6d212,06/16/2013,Dog,Chocolate/White,17.0,San Antonio
38a33e1d3a8626,07/28/2001,Dog,Red,43.0,San Antonio
6032ee1e637bd9,05/22/2013,Dog,Tricolor,16.0,Fort Worth
59496259eeac9c,03/17/2013,Dog,Black/Brown,33.0,Austin
a298699bf6747c,07/18/2018,Cat,Orange Tabby,3.0,Fort Worth
b1d23d7168a804,04/07/2014,Dog,Black/White,34.0,San Antonio
320f59b2e14211,05/02/2011,Dog,White/Tan,39.0,Houston
e4239a2d175a39,08/22/2003,Dog,Black/Tan,16.0,San Antonio
adb95ad2f43671,12/10/2019,Dog,Tan/White,12.0,Austin
c1f37a39de3528,01/09/2009,Dog,Black/Brown,27.0,Houston
e6d6c64f21d205,12/11/2011,Cat,Brown Tabby,10.0,Austin
7209b6d6b362fe,04/17/2014,Cat,Tortie Point,8.0,Dallas
be569222c53382,07/31/2012,Cat,Blue/White,8.0,Houston
d4a6769f3a2a40,12/10/2017,Dog,Brown Brindle/White,36.0,Fort Worth
e35962250c6aea,05/10/2018,Cat,Seal Point,5.0,Fort Worth
e83ae09b4884c7,03/01/2017,Dog,Brown/Black,32.0,San Antonio
74c1b0879eb6da,03/26/2001,Dog,Brown/White,7.0,Fort Worth
23c18f4dfcf81b,03/05/2015,Cat,Seal Point,9.0,Dallas
137ed9c3cea5ef,12/04/2014,Cat,Black,8.0,Austin
fd999e38789ccb,06/27/2013,Dog,Gold,34.0,Austin
8a460f86d235dc,06/20/2012,Dog,White/Black,13.0,Dallas
db34a327ba55d3,04/01/2011,Cat,Blue Tabby,8.0,Austin
2133797373dd3f,07/08/2016,Dog,Black,47.0,Austin
136780374061d2,10/18/2018,Dog,Tan,24.0,Dallas
22c37e92c89ad6,04/15/2013,Dog,Black/White,35.0,Austin
d2284f83653150,04/28/2012,Dog,Black,9.0,Fort Worth
d918159a206944,05/12/2013,Cat,Cream Tabby,3.0,Austin
5dc8c15742db92,08/19/2016,Dog,Black/Brown,13.0,San Antonio
43b6c768e1f842,02/01/2012,Dog,Tricolor,12.0,Houston
e063db59baf9f9,03/30/2016,Dog,Tricolor,33.0,Austin
7c65194e8681da,06/08/2016,Dog,Black/Brown,35.0,Dallas
532b724884c142,09/04/2017,Bird,Red/Black,1.31,San Antonio
a218f07349a15e,12/03/2009,Dog,White,15.0,Fort Worth
bf0363dbf95157,07/11/2013,Dog,Black,25.0,Dallas
ec021eb85d8ac4,01/22/2017,Cat,Orange Tabby,7.0,Austin
873a77bb32697b,03/21/2019,Cat,Black/White,9.0,Houston
2f00bbde8888ad,07/22/2016,Cat,Black,9.0,Houston
86ed8f0b92dd13,06/15/2018,Cat,Blue,10.0,Fort Worth
227d5778304631,02/11/2011,Dog,Black,14.0,San Antonio
219bf22d814826,12/30/2009,Dog,Black,33.0,Fort Worth
50224dea09494c,07/05/2015,Cat,Black,5.0,San Antonio
a13ac0129b206c,01/17/2008,Dog,Tan/White,24.0,Austin
0363ea110025c4,10/10/2017,Cat,Orange Tabby/White,7.0,Houston
697af3908c3e56,12/27/2018,Dog,Black/White,39.0,San Antonio
6d6165c55b72f4,02/16/2018,Dog,Black/White,20.0,Houston
83af88265c735d,04/25/2015,Cat,Brown Tabby/White,6.0,Fort Worth
a2a122162ce9a8,07/31/2014,Dog,White/Tan,15.0,Houston
97bea4f46d225d,01/29/2003,Dog,White,11.0,Dallas
ed678d61302c50,01/09/2015,Cat,Black/White,4.0,Houston
6718f06d49df77,02/09/2017,Dog,Black/White,9.0,San Antonio
a38d683f797ae7,06/01/2014,Dog,Brown/White,36.0,Fort Worth
83fb9f7b59b55f,08/26/2013,Cat,Orange Tabby,7.0,Austin
fba087a1451fa1,08/01/2012,Dog,Tan/White,23.0,Dallas
24a9d8da998415,09/06/2013,Cat,Torbie,8.0,Houston
15592b75adbe8c,12/26/2012,Dog,White/Brown,27.0,Austin
789cbe6403210e,06/09/2013,Dog,White/Black,42.0,Houston
f8113fa7104ea5,05/23/2014,Dog,Brown/White,26.0,Dallas
41ae5286c822c8,08/17/2014,Cat,Black/White,9.0,Austin
97baac35f96a97,10/18/2014,Bird,Green/Yellow,1.01,San Antonio
5812e5e8f0069c,01/11/2017,Dog,Brown Tiger/White,36.0,Houston
b987303a14d35f,10/21/2017,Cat,Orange Tabby,7.0,Houston
5b894aa99c8644,08/09/2016,Cat,Calico/Blue Cream,5.0,Houston
da8683c4e6df1a,07/02/2014,Dog,Tan/White,6.0,Dallas
d734b17b6db138,09/12/2018,Cat,Brown Tabby/White,8.0,Fort Worth
86a560098ba4bf,04/04/2016,Dog,Black,20.0,Dallas
110df8a510a83e,07/10/2016,Cat,Blue,3.0,Austin
0f611d1719d771,04/22/2015,Cat,Black,7.0,Austin
51ec19eb4a43d3,11/04/2015,Dog,Blue/White,45.0,Austin
bd58867263c439,09/25/2018,Cat,Flame Point,3.0,Houston
fd0e79ef51cac4,10/04/2013,Cat,Blue,9.0,Houston
9d36cd976fbc55,09/19/2016,Dog,Black/White,25.0,Houston
27b1b66261c7fd,03/16/2015,Cat,Blue Tabby,7.0,Austin
437f7d6ab43370,04/19/2014,Cat,Brown Tabby,7.0,Houston
19d4422d766d76,02/02/2014,Dog,Blue/White,24.0,Austin
8b02cec403fa7d,08/25/2018,Dog,Cream,18.0,San Antonio
9e310567dbd619,03/11/2010,Dog,Black/Brown,42.0,Dallas
733fdf3bc05bf6,02/02/2015,Dog,Blue/White,45.0,San Antonio
25382767c81132,08/13/2015,Cat,Black/White,9.0,Austin
346e23b7fb5a30,07/06/2020,Dog,Blue Merle/White,17.0,Houston
d7b25c2f126f00,06/01/2015,Cat,Black/White,6.0,Houston
a550b40aa88b77,11/03/2011,Dog,Black,14.0,Austin
2076a462a13c77,07/20/2015,Dog,Yellow Brindle/White,21.0,Austin
a92dd01fe3acb4,04/12/2016,Cat,Orange Tabby,10.0,Houston
ea87ac8cbfad26,05/12/2014,Dog,Red,47.0,Dallas
69d8b6db53b31d,10/24/2018,Dog,White/Black,16.0,Houston
9c813a9237512d,02/26/2012,Cat,Orange Tabby/White,6.0,Dallas
8e6448d12b17ea,05/23/2016,Cat,Brown Tabby,9.0,Austin
7152ad7251274a,07/25/2019,Cat,White,6.0,San Antonio
1347cac3364db7,02/09/2018,Cat,Blue Tabby,6.0,San Antonio
d950b2a1183f95,12/13/2012,Cat,Blue Tabby,3.0,Fort Worth
3dd2b6cee85852,01/19/2016,Dog,Tan,11.0,San Antonio
5e4dd6ef75df23,12/21/2014,Dog,White/Gray,42.0,San Antonio
4913b5e9553d23,03/10/2013,Cat,Brown Tabby/White,8.0,Houston
eeac723c3cdac0,01/13/2000,Cat,Buff,5.0,Houston
d86486661b1c0a,01/21/2017,Dog,Black/Tan,18.0,Fort Worth
3a9495909570e3,01/21/2015,Dog,Black,19.0,Austin
af0ec41c247fb9,08/06/2018,Cat,Black,5.0,Houston
69905a0a7be29f,04/12/2014,Dog,Chocolate/White,9.0,San Antonio
99b9fd19430c29,10/28/2019,Cat,Black/White,3.0,Austin
5ac8cd5dcd38f0,10/27/2015,Dog,Tan,39.0,San Antonio
f390fa72f488e8,09/01/2015,Dog,Black,25.0,Austin
4d42fce662ac23,01/02/2016,Dog,White,8.0,San Antonio
4e29be4d448c4b,09/01/2018,Cat,Brown Tabby/White,9.0,Dallas
d384bc555fff92,02/25/2017,Dog,Black/White,46.0,Austin
4a561c342aefaa,04/30/2016,Cat,Black,8.0,Houston
34899c5fdf82fc,07/24/2019,Cat,Brown Tabby/White,2.0,Houston
4e2deab7c03f6b,09/22/2015,Cat,Black,6.0,San Antonio
e9062cc2f0645b,04/11/2014,Dog,Yellow,49.0,Houston
90e83bc560f164,05/02/2014,Dog,Tricolor,45.0,Fort Worth
9e39241ffc4a83,08/19/2019,Cat,Blue,2.0,Austin
6abcf929f06cb5,03/31/2018,Dog,Tan/Gray,49.0,Austin
3846382feed67c,05/10/2014,Dog,Chocolate/Tan,39.0,Austin
fd399328decc01,10/05/2016,Dog,White/Tan,31.0,Dallas
981a6d67e7821c,08/13/2012,Dog,Black,45.0,Dallas
2872af8617d905,11/13/2008,Dog,White/Black Brindle,41.0,Austin
032d3845eee880,04/11/2017,Cat,Calico,8.0,Houston
a9df8a3eecbeaa,12/31/2010,Dog,White/White,41.0,Dallas
46fce7233b45a6,08/18/2013,Cat,Silver Tabby,8.0,San Antonio
5dfec88476485b,06/25/2014,Cat,Brown Tabby,5.0,Austin
fbae26d456f0a7,07/28/2014,Cat,Black/White,3.0,Dallas
17572a702bf4ee,05/11/2013,Dog,White,24.0,Houston
ee7bc7c7118803,04/25/2013,Cat,Black/White,6.0,Houston
38a15b112fb4d7,04/22/2015,Dog,Fawn/White,39.0,Houston
27035ce942564c,02/17/2008,Dog,White/Brown,42.0,San Antonio
601220b8ee61a8,06/10/2015,Cat,Calico/White,3.0,Houston
4bc2b06a75290a,09/20/2013,Dog,Chocolate/White,37.0,Austin
88aad9c921c0e0,05/29/2016,Dog,White,47.0,Fort Worth
173857f7327792,03/21/2015,Dog,White/Black,41.0,Fort Worth
87fc194177022f,04/20/2017,Cat,Calico,5.0,San Antonio
e05f89c11c7674,02/06/2017,Cat,Calico,10.0,Houston
ce100ae54bbe18,10/16/2014,Cat,Brown Tabby,4.0,Austin
2464a647b590d6,11/16/2019,Dog,Tricolor,49.0,Austin
24f3e2d8d0ccf2,11/28/2001,Dog,Tricolor,32.0,Houston
8eccf9ed14f66f,01/01/2008,Cat,Brown Tabby,3.0,Fort Worth
baebc077588a1d,05/04/2020,Dog,White/Brown,6.0,Austin
60802971dca647,12/30/2013,Dog,Tricolor/Blue,39.0,San Antonio
85d75b27181eac,03/14/2015,Cat,Calico/Brown,6.0,Dallas
4b43d1859b4577,10/29/2017,Cat,Black,8.0,San Antonio
ada7749bc91a7e,07/07/2018,Dog,Red/White,39.0,Houston
b11b8e2f357892,06/04/2019,Dog,White/Red,35.0,San Antonio
3e8220b8cbf408,04/21/2020,Cat,Brown Tabby,7.0,Houston
fd6d033e48576b,06/02/2013,Dog,Tan,22.0,Houston
b1766c6225f94c,08/19/2014,Dog,Black/White,44.0,Austin
74cd572b52f7a8,12/07/2014,Dog,Buff,3.0,Houston
9ffa4511d5e607,08/21/2017,Cat,Brown Tabby,5.0,Houston
a83fad55d80786,08/27/2019,Cat,Brown Tabby/White,10.0,Houston
59a6cbb08e822a,03/03/2015,Dog,Black,21.0,Austin
039c344e52e5df,08/02/2012,Dog,White/Tan,3.0,San Antonio
fd7a4059ca38b0,07/30/2016,Dog,Brown/Tan,19.0,Houston
d8a4a8b19f1194,04/09/2012,Dog,Tan/White,49.0,Austin
2a6772aad1a165,10/17/2016,Dog,Brown Brindle/Black,24.0,Houston
058a1eef6b94b3,04/11/2012,Dog,Black/White,37.0,San Antonio
8b972c19c98117,09/01/2015,Cat,Black,7.0,Houston
7edd61f8442fad,07/24/2018,Dog,Red/White,27.0,San Antonio
2a3cbf2f1138c3,05/10/2010,Dog,Black,19.0,Dallas
ca7055d8cc8992,01/12/2012,Cat,Black/White,2.0,Dallas
b2f37d21fd56a1,04/07/2014,Cat,Black/White,5.0,Dallas
0fae73b34c9c2d,09/01/2017,Cat,White/Orange,5.0,San Antonio
dd7a43865065d0,10/30/2015,Dog,Tan/Tricolor,4.0,Dallas
0e58e865281dce,07/07/2015,Dog,Black/White,22.0,Austin
a0406b128a60e8,09/26/2016,Dog,White,13.0,Fort Worth
e769a445c891eb,12/12/2013,Dog,Black/Tan,7.0,Fort Worth
3da4313fdecb52,07/02/2019,Cat,Orange Tabby/White,5.0,Austin
6dc7b739daac72,09/08/2013,Dog,Tan,38.0,Fort Worth
298ebb9d600d88,05/19/2020,Cat,Cream Tiger/Brown Tabby,2.0,San Antonio
3ebf227154c461,06/06/2014,Dog,White/Blue,24.0,San Antonio
6895f720480fdb,06/02/2014,Cat,Brown Tabby,3.0,San Antonio
7141f873d41514,01/14/2014,Dog,Tan/Black,27.0,San Antonio
7ef1203dfa9aa8,09/23/2016,Dog,Red/Black,46.0,Houston
6e2f39289640b9,09/01/2018,Dog,Blue,29.0,Houston
ec1d2d3a3be04e,06/22/2016,Cat,Tortie,5.0,Fort Worth
4d39851fc7da97,08/07/2014,Dog,Tan/Black,19.0,Houston
fe93a5aabe3ab0,03/26/2014,Dog,Tricolor,23.0,Houston
5895387317b9d5,09/06/2014,Dog,Brown Brindle/White,32.0,San Antonio
c2fd6cbbd6fec8,02/27/2013,Dog,White,25.0,San Antonio
549076b2e9bc45,04/17/2019,Cat,Black Tabby,10.0,Fort Worth
83f6ddbe2c09e5,04/02/2015,Dog,Black/White,5.0,Austin
d901968008f027,05/21/2016,Cat,Orange Tabby,9.0,Dallas
53a62f662edcf6,09/28/2009,Cat,Blue Tabby/White,5.0,Austin
b3b7ec96b85208,02/22/2017,Dog,Apricot,22.0,Fort Worth
7b8bfb2121ad0c,04/16/2019,Cat,Brown Tabby,2.0,Dallas
3a7b3dec411dc3,03/08/2016,Dog,Brown,25.0,Fort Worth
de4c92025420ec,02/22/2014,Dog,White/Black,17.0,Houston
8d6838283652ed,11/23/2013,Dog,Blue/White,41.0,Austin
7cdcaecccab770,09/20/2017,Cat,Brown Tabby,6.0,Houston
eca555c2771d6e,04/17/2018,Cat,Calico,8.0,Austin
c52a3881a01f91,06/18/2016,Dog,Tan/White,14.0,Austin
c10b2941c8a52e,07/15/2008,Cat,Brown Tabby/White,4.0,Dallas
09c2e4320da4a0,03/09/2014,Dog,Tan/Black,16.0,Fort Worth
4f4292af736b50,11/18/2013,Dog,Black/White,31.0,Fort Worth
e34e55988a6deb,04/19/2019,Cat,Black/White,2.0,Fort Worth
1abf3e633e7f49,10/07/2012,Dog,Brown,32.0,Austin
20c0ac55c71bed,05/17/2015,Dog,Black,12.0,Dallas
677b85fb5b963c,06/13/2017,Dog,Brown Brindle/White,27.0,Houston
64d27d641e7365,01/18/2011,Dog,Brown,11.0,Austin
81c3eda8d1892e,03/19/2018,Dog,Yellow,17.0,Houston
0b3af9b44a434b,12/08/2014,Dog,Tan/Black,6.0,Austin
5718caa3c52887,12/16/2014,Dog,White/Tan,17.0,Austin
1dd5c9ed502596,03/21/2019,Cat,Black,4.0,Austin
35c5ea8efc8246,04/23/2011,Dog,Gold/Gold,13.0,Houston
376057325e889a,02/01/2018,Dog,Red,22.0,San Antonio
5317470f180e88,02/26/2016,Dog,White/Black,29.0,Austin
853458c62beaf9,07/21/2017,Dog,Blue/White,29.0,Fort Worth
b90f69c484833a,11/15/2019,Dog,Brown/White,46.0,Fort Worth
b6b582aef947e6,08/05/2016,Cat,Black,5.0,Austin
ada2bdcf1e188a,04/04/2016,Dog,White/Black,3.0,Dallas
6d302faec844aa,08/20/2012,Dog,Brown Brindle,3.0,Austin
8ae4ed33c5dc79,02/14/2015,Bird,White,0.82,Austin
265d56ecd10f66,06/04/2014,Cat,Black/White,10.0,Houston
547cb73f9dc3bd,01/10/2017,Dog,Yellow,34.0,Houston
beb852d4d54dee,05/03/2020,Cat,Cream Tabby,10.0,Austin
4f9c52f8f99ef6,08/22/2019,Dog,Yellow,21.0,Austin
117d45f6b1196b,05/23/2017,Cat,Torbie/White,5.0,Houston
8b6d2fd19dccc0,10/03/2014,Cat,Calico,7.0,Houston
2203e6ef763450,03/16/2017,Cat,White/Orange Tabby,7.0,Austin
a61a4eeae2baf7,04/25/2015,Cat,Cream Tabby,7.0,Houston
49b56f58d257d8,04/27/2015,Cat,Orange Tabby,4.0,Fort Worth
9b695a6a5e21a4,04/01/2003,Dog,Black,26.0,Dallas
24aeb894476f55,03/31/2018,Cat,Brown Tabby,4.0,Houston
a143cde7b111be,04/09/2016,Dog,Brown Merle,40.0,Dallas
62cd864b16658c,05/08/2016,Cat,Blue/White,6.0,San Antonio
17b2f5ff89f024,07/01/2014,Cat,Blue,3.0,Dallas
54c9899aa1952a,08/31/2014,Cat,Brown Tabby,7.0,Austin
1559ca8b6df414,08/16/2018,Dog,Gray/Black,13.0,San Antonio
51e22c1e88a008,12/28/2018,Dog,White/Tan,26.0,San Antonio
34199e8dd38bdc,04/17/2021,Cat,Gray,10.0,Fort Worth
54d89d77e06bd8,03/30/2004,Dog,White/Brown,43.0,Houston
0d9fea85d8316e,04/13/2018,Dog,Cream/White,40.0,Austin
5be0b884e81b3a,05/30/2016,Dog,White/Black,29.0,Austin
a2f2fabee25d1e,03/25/2018,Dog,Brown/Black,11.0,Houston
8e111c6caa146c,08/21/2015,Cat,Black/White,8.0,Austin
f9910e72bd23e8,02/08/2018,Dog,Brown,41.0,Austin
1843bcbbd9b69e,12/05/2011,Dog,White/Brown Brindle,27.0,Dallas
ea7be22a852d4d,10/11/2009,Dog,Red/White,35.0,San Antonio
bfe45c35907997,07/19/2016,Cat,Tortie,2.0,Austin
2ecd3299caa099,05/03/2008,Dog,Tan/White,10.0,Houston
6e5bd8eeb74c00,05/03/2009,Dog,Black/Tan,48.0,Houston
e502bb3ba1b173,09/23/2020,Cat,Brown Tabby/White,9.0,Austin
b875076ba8481b,08/10/2016,Dog,Cream,22.0,Austin
3547d861a1818c,04/05/2019,Cat,Blue/White,6.0,Houston
1d62a60aa0a031,01/14/2016,Cat,Gray/White,6.0,Austin
61145c0eccc0d4,07/24/2013,Cat,Black/White,4.0,Austin
64b889ea0817e0,03/09/2015,Cat,Brown Tabby,6.0,Austin
770f75e8997f7d,05/18/2014,Cat,Black,9.0,Austin
f57c423b88f9c8,09/11/2014,Dog,Brown Brindle/White,8.0,Houston
b3e49b90f5038f,03/21/2015,Cat,Orange Tabby/White,5.0,Fort Worth
6002c8a35f8cd3,02/27/2010,Cat,Torbie,10.0,Houston
4e2f5afdbfe3d3,04/20/2014,Dog,Brown/White,21.0,Austin
aafff71cdc0127,02/14/2014,Dog,Tan/White,26.0,Dallas
e528a421873de3,08/05/2009,Dog,White,9.0,Austin
60fe4d6e657d8e,06/01/2014,Cat,Gray/Black,5.0,Austin
dfa3fef96b920c,08/25/2018,Dog,White,34.0,Austin
854873e0f7b31f,04/27/2015,Cat,Lynx Point,9.0,Houston
9bcd92d8390734,06/10/2010,Dog,Chocolate/White,9.0,Austin
61b82c178632fb,12/02/2015,Dog,Red/White,31.0,Houston
f7fd39eeec340c,04/22/2017,Cat,Blue,3.0,Austin
a562f7dc205f13,05/31/2016,Cat,Brown Tabby,6.0,San Antonio
1dabd2d07748d3,11/11/2017,Cat,Orange Tabby,2.0,Austin
054dd6e4b1206b,06/06/2006,Dog,White/Tan,28.0,Austin
962a10c8e8b798,10/04/2016,Dog,Sable,31.0,Austin
3961760c400821,04/16/2017,Cat,Blue Tabby,5.0,Austin
790031f0a5c548,12/21/2011,Dog,Blue/Tan,37.0,Houston
26749e90a7af71,08/12/2020,Dog,Tan/White,8.0,Fort Worth
2e58358441d819,09/06/2012,Dog,Red/White,18.0,San Antonio
87317a4fe37635,04/17/2017,Cat,Tortie,5.0,Austin
8910b551fc8912,06/12/2014,Dog,Tan/White,14.0,Fort Worth
a029df19cbe735,10/16/2016,Dog,Cream/Brown,4.0,San Antonio
d242824439d68e,09/15/2019,Cat,Brown Tabby,2.0,Fort Worth
26d8a451e0438a,07/11/2015,Dog,Brown Brindle/White,34.0,San Antonio
c8665fb6eda51e,08/11/2017,Cat,Orange Tabby,6.0,Houston
71251955dd0186,05/27/2017,Dog,Black/White,22.0,Austin
3f086447b5041a,09/14/2015,Cat,Blue Tabby,6.0,Austin
fcdec213281f19,07/09/2017,Cat,Calico,2.0,San Antonio
6a893b086336c1,05/03/2019,Cat,Blue/White,3.0,Austin
fd631460e91fad,10/17/2015,Dog,Brown/White,28.0,Houston
a1225c06e88607,04/24/2012,Dog,Black/White,43.0,Houston
7007dd28250e63,01/31/2009,Dog,Chocolate,46.0,Houston
e8bb771a2fb4a2,03/23/2019,Cat,Blue Tabby/White,6.0,Fort Worth
1b9b47549a6499,12/18/2012,Dog,Fawn/White,34.0,Austin
a292ea7ec1ccb3,07/23/2007,Dog,Blue Tick/Black,37.0,Dallas
a5f60e13c97330,03/03/2018,Dog,Black/White,30.0,Austin
fb7b60a91e05bf,09/07/2004,Dog,Brown/White,38.0,Houston
ea2d701e76f340,03/28/2013,Dog,Black/White,43.0,San Antonio
76d6c6c95a2087,04/17/2014,Cat,Orange Tabby,6.0,Fort Worth
2d193fc46f6340,05/30/2013,Dog,Gray,20.0,Austin
f56deb9c0c804f,03/25/2016,Dog,Tan,41.0,Austin
439b861ac71d4e,03/04/2014,Dog,Black/White,10.0,Austin
acbcc6b5c891bc,09/14/2009,Dog,White/Brown,26.0,Dallas
0d5b64f117c57a,02/05/2010,Dog,Tan/White,12.0,Houston
52aa11a9e8eff9,06/17/2006,Dog,Tricolor,24.0,Austin
60f7d48bde5ce9,03/13/2016,Dog,Red,16.0,San Antonio
279c7c8883c67d,09/12/2008,Dog,Tan/Black,22.0,San Antonio
77b4fd672317f6,08/24/2016,Dog,Brown Brindle/White,39.0,Dallas
2eaf32513fb127,12/11/2011,Dog,Brown,35.0,Dallas
d34ed1711b39a3,09/22/2013,Dog,White/Tan,29.0,Austin
9351ff156541b0,06/01/2013,Dog,Red,16.0,Austin
ed26ec63469d8b,11/27/2016,Cat,Brown Tabby,8.0,Austin
653e0c3afef06d,02/05/2011,Dog,Brown Merle/White,30.0,Houston
0500beda601794,03/26/2017,Dog,Brown Brindle/White,29.0,Dallas
06a34c7d171a70,07/01/2014,Cat,Black,8.0,Dallas
d66a976b76d9c2,04/08/2016,Cat,Cream Tabby,8.0,Austin
93552da2f09a3e,02/20/2019,Dog,Black/Brown,34.0,Fort Worth
8f97175fa39d18,08/04/2017,Cat,Black/Silver,8.0,San Antonio
ba07994a6ec94f,11/11/2012,Dog,Black/White,16.0,Houston
7258af7ea908ed,07/18/2012,Dog,Chocolate/White,11.0,Houston
63ed0cf5b8db95,09/24/2017,Dog,Brown/Tan,27.0,Austin
1e5aa9435f52ba,03/22/2013,Dog,Tan/White,23.0,Austin
126aac3f801454,04/14/2015,Dog,White/Brown,36.0,Houston
c61371ceda216b,06/01/2017,Dog,Brown/White,13.0,Austin
a55204b835e4eb,06/07/2015,Cat,Lynx Point,10.0,Austin
2203ec5bf799f8,03/07/2011,Dog,Black/Tan,40.0,San Antonio
67113cd0d652e1,11/25/2017,Dog,Brown Brindle/Brown,16.0,Austin
e44b6de1db84d7,10/12/2020,Dog,White/Tan,23.0,San Antonio
3469c8ef50d1fa,06/15/2013,Dog,Blue/White,30.0,Houston
14bbd38b5a9eac,06/04/2018,Cat,Black,5.0,San Antonio
7b8a3b4f531a1b,07/15/2017,Cat,Black,9.0,Fort Worth
bcff62baddfaec,12/30/2014,Dog,Blue/White,42.0,Fort Worth
5571e888e235e5,05/23/2013,Cat,White/Brown Tabby,5.0,Austin
b46ca8cedc3df0,05/02/2019,Cat,Tortie,5.0,San Antonio
14165999c37cc6,11/10/2013,Dog,Brown/White,45.0,Houston
f2d0862ea8862b,06/21/2013,Cat,Blue Tabby,5.0,Houston
ee4743bdfd45d8,12/21/2013,Dog,Chocolate/Tan,29.0,Houston
d7f46db2e904ad,05/10/2018,Cat,Orange Tabby,7.0,San Antonio
a5bc174a2acc31,05/20/2017,Cat,Brown Tabby,7.0,San Antonio
3d2aec69d5daaf,12/19/2008,Dog,Brown/White,26.0,San Antonio
20f091ff8d17a3,10/27/2001,Dog,Tricolor,15.0,Dallas
08cbcffbf57b0a,12/02/2011,Dog,Black/Brown,20.0,Houston
0ce7cd18663516,05/30/2015,Dog,Brown/White,49.0,Fort Worth
6400c3842f0018,11/26/2008,Dog,Brown,42.0,Austin
59e412f1cb2697,02/26/2013,Dog,White/Brown,3.0,San Antonio
00f3912929367c,08/16/2011,Dog,Blue/Black,6.0,Austin
a8da89645ae37f,05/22/2015,Cat,Brown Tabby,8.0,Austin
e3eb3518aba625,05/11/2017,Dog,Black,40.0,San Antonio
8bab03d69e84be,07/11/2016,Cat,Brown Tabby,3.0,Houston
75e2b6b85d120c,05/06/2010,Dog,White/Brown,12.0,Dallas
ab3f6b04840e3a,09/18/2015,Dog,Tan/White,18.0,Houston
f0f32b3e553167,06/04/2016,Dog,White/Black,19.0,Dallas
eb8dfa1ce83bc8,06/02/2020,Cat,Black,7.0,San Antonio
048a8c88b6729d,04/12/2018,Cat,Brown Tabby/White,10.0,San Antonio
077b643a103d7c,10/05/2008,Dog,Chocolate,29.0,Austin
0146bd9b1fe4ab,12/24/2013,Dog,Brown/White,43.0,Fort Worth
9246bf3539b564,07/21/2015,Dog,Brown Brindle,48.0,San Antonio
d655a43cd682dd,10/23/2009,Cat,Torbie,6.0,San Antonio
4a5cdef365d6cc,04/08/2017,Dog,Black,43.0,Houston
005ee507594b33,11/21/2014,Dog,Tan,29.0,Fort Worth
b5fe7b874e123d,09/13/2017,Dog,Brown Brindle/White,15.0,Austin
d5c340cb3be26e,05/30/2019,Cat,Gray Tabby,2.0,Houston
072deca9bcade9,11/01/2018,Dog,Tan/White,21.0,Dallas
4f3383da668b85,05/26/2019,Cat,Black/White,8.0,Houston
23ed20ea03d94a,05/28/2015,Cat,White/Blue Tabby,9.0,Fort Worth
2a60731d2a1fa4,09/03/2014,Cat,Black Tabby,2.0,Fort Worth
b5c852b3b7fb39,03/01/2014,Dog,Sable,13.0,Houston
bf43688fd63d71,09/01/2009,Dog,Tan/White,42.0,Houston
1d0dbe41fc8d88,05/04/2017,Dog,Black/Tan,10.0,San Antonio
d155cbd7cd046c,03/13/2019,Cat,Brown Tabby,6.0,Austin
c305c56f23e97f,06/02/2015,Dog,Tricolor,27.0,Fort Worth
74630825ce97cd,09/03/2016,Dog,White/Black,48.0,Austin
1eb162f2fe9a85,11/01/2016,Dog,Black/Brown,4.0,Houston
90f9181b789b9d,12/22/2017,Cat,Calico,6.0,Austin
caea2bb7c0ce63,02/24/2014,Dog,Black Brindle/White,6.0,Austin
211967c84c6d92,07/08/2014,Cat,Brown Tabby,8.0,Dallas
b3a1253b57186e,08/04/2016,Cat,Orange Tabby,7.0,Austin
5b3df0f4c51f5c,02/15/2015,Cat,Torbie,4.0,Austin
00a471cd08b6f2,02/06/2018,Dog,Black/White,42.0,Fort Worth
0a1d108b9d2c9c,12/07/2001,Dog,Cream,12.0,Austin
bdcc0de29a4cb9,05/26/2015,Dog,Black/Brown,7.0,Houston
0f60fdbfde094e,05/18/2017,Dog,Sable/White,42.0,San Antonio
97ee0e947d12e5,09/02/2014,Cat,Brown Tabby/White,10.0,Austin
2ea715cf5c5e45,03/30/2014,Dog,Tan/White,12.0,Austin
dd03f27cf435bc,03/28/2018,Cat,Gray,9.0,Houston
4dcb7300414e8a,08/01/2017,Cat,Orange Tabby,2.0,Fort Worth
2190844819d6da,09/13/2013,Dog,Black/Tan,33.0,Austin
