sponsorid,id,Birthdate,Outcome,OutcomeSubtype,AnimalType,Color,Weight,Location
ce43d45d6718,50e857d7d43906,05/16/2013,Return to Owner,,Dog,Red/Black,42.0,San Antonio
f4583a232abd,821f88743ada4b,10/10/2013,Transfer,Partner,Dog,Tricolor,38.0,Houston
744543852d7c,5909407b8ca1c0,06/17/2007,Adoption,,Dog,Chocolate,28.0,San Antonio
0d2f664d578d,cdbebb21626d6b,06/24/2017,Euthanasia,Suffering,Cat,Cream Tabby/White,8.0,Dallas
e25de7b94a38,00a6501a00bf42,02/24/2015,Adoption,,Dog,Tricolor/Black,40.0,Houston
12f22e58db35,8e01c96ad006c7,07/22/2014,Transfer,Partner,Cat,Silver Tabby,5.0,San Antonio
cbeb6796ebfb,282c516a6130cd,04/27/2015,Transfer,Partner,Cat,Black,6.0,Houston
1c008d3ede0d,552b19cb082e8c,01/24/2015,Return to Owner,,Dog,White/Brown,49.0,San Antonio
7e779758f2f8,162257e76c7ad7,09/12/2011,Return to Owner,,Dog,White/Black Brindle,40.0,San Antonio
cc7591fc3d7b,42f032f06820cd,11/09/2013,Transfer,Partner,Cat,Blue Tabby,2.0,Dallas
3b447545ef9e,158813926dce9a,03/31/2015,Adoption,,Cat,Black,2.0,Austin
c1227c862c36,3f10d1550f64f2,04/28/2020,Transfer,Partner,Cat,Black/White,5.0,Houston
26b012c6ca58,55c563d9b63e75,06/26/2014,Return to Owner,,Dog,Brown Brindle/White,42.0,Houston
efcdd4382a2c,c25ca0ca96b226,07/14/2014,Return to Owner,,Dog,Black/White,4.0,Dallas
7cd7855e5f73,aded98079b41e0,03/23/2012,Transfer,Partner,Cat,Calico,4.0,Dallas
b8d4bc3bf32d,3487d63d1c995d,06/14/2017,Adoption,Foster,Cat,Brown Tabby,8.0,San Antonio
8cbda0105789,804bc3767d77f6,01/11/2013,Transfer,SCRP,Cat,Blue,6.0,Dallas
9e67d49f1531,6c4f6083597b56,07/31/2014,Transfer,Partner,Dog,Brown,6.0,Houston
ef278df71aa4,69de035ca7f63d,09/13/2013,Adoption,,Dog,Fawn,25.0,Houston
1a031cb39674,16af0b0efebbb4,05/10/2018,Transfer,Partner,Dog,Black/Tan,49.0,San Antonio
3d2e30a0789f,dcd9390c27e905,07/01/2003,Adoption,Foster,Cat,Black/White,6.0,Austin
243d6b6fdbd1,18a01cd26545e3,08/18/2019,Adoption,,Cat,Flame Point,2.0,Houston
f22921d3f5f1,a6a3460374128d,08/14/2015,Transfer,Partner,Dog,White/Black,44.0,Fort Worth
3053574f7006,261038f7c52fd8,11/20/2012,Adoption,,Dog,Black/White,23.0,Austin
19ddc3df39ea,4062e239737fa8,03/25/2017,Transfer,Snr,Cat,Blue/White,6.0,San Antonio
f01f77634d82,fc05e96e4580d5,02/05/2016,Return to Owner,,Cat,Blue Smoke,8.0,Dallas
416ebc44d305,b93a098676b29e,05/12/2016,Adoption,Foster,Dog,Black,27.0,San Antonio
64383acbe3db,931aab62cccbe5,04/03/2007,Transfer,Partner,Dog,Tricolor,27.0,Fort Worth
7e27ec45dd9f,2289d22936f902,05/30/2015,Transfer,Partner,Cat,Calico,5.0,San Antonio
7618c895bd4d,ed88bb63e33848,08/31/2013,Rto-Adopt,,Dog,Brown,39.0,Austin
675c1d208223,a9bf3df77abdae,01/14/2014,Return to Owner,,Dog,Red,38.0,Houston
28c5488558c2,1524cd04eb64d8,11/01/2016,Return to Owner,,Dog,Chocolate/White,18.0,Austin
5c1a963575cd,0f3890748ccf15,05/05/2016,Adoption,Foster,Cat,Brown Tabby/White,5.0,Houston
d80304b0bf4d,a20410d39c735d,06/03/2017,Adoption,,Cat,Blue,5.0,Houston
7eb4167db162,dafe5d12f3cd81,02/20/2019,Adoption,,Cat,Tortie,9.0,Fort Worth
4f1f26850889,04f6633949d331,02/03/2012,Adoption,Foster,Dog,Black/White,34.0,San Antonio
b4e1c7de931e,9430b8215c1bf3,05/05/2018,Transfer,Partner,Cat,Brown Tabby,6.0,Dallas
7d9bcede87fa,5fcaa1acf31502,12/13/2014,Adoption,,Dog,Brown/White,49.0,Dallas
bb5a99c09c06,fc4194139a00ab,12/01/2013,Return to Owner,,Dog,Gray/White,38.0,Austin
feff9b4c564e,b4b73dad03e71e,01/13/2014,Adoption,Foster,Dog,White/Brown,44.0,Dallas
fbfc6629cab9,eca555c2771d6e,10/13/2013,Adoption,,Cat,Brown Tabby,3.0,San Antonio
62266d2d538f,c1ed912084458d,02/09/2019,Adoption,,Dog,White,46.0,San Antonio
840031931251,453256f28968e9,01/24/2016,Adoption,,Dog,Chocolate/White,38.0,Austin
031fbf5bc58e,a2d9e2eb95d5d7,09/23/2015,Adoption,,Dog,Tan/White,33.0,Houston
f6fc7bbae1d2,400499de3e2ad4,06/12/2019,Adoption,Foster,Cat,Orange Tabby,2.0,Houston
4ee84dda6829,c2dd2f603379ed,07/03/2015,Adoption,,Dog,White/Brown Brindle,26.0,San Antonio
ddfb0b81d49f,89cb87d6e40891,12/06/2016,Adoption,,Dog,Black/Tan,25.0,Fort Worth
9515a2762acc,641042ba254dde,08/17/2017,Adoption,,Cat,White/Brown Tabby,4.0,San Antonio
af8ff8bd88c1,843ab83b2480d1,01/21/2014,Transfer,Partner,Dog,White,38.0,Houston
da16d19ae382,e3e8408b88244b,07/29/2012,Adoption,Foster,Dog,White/Black,32.0,Fort Worth
54c58b926ab5,44ccf54c565400,04/08/2016,Adoption,,Cat,Brown Tabby/White,6.0,San Antonio
7530d8ee22cf,39373e84ebf50d,03/17/2017,Euthanasia,Suffering,Cat,Blue/White,7.0,Dallas
754b9e164a53,db3b0264593660,12/03/2020,Adoption,,Dog,Blue/White,13.0,Austin
c2d0ac141316,db471198291ca6,12/15/2017,Adoption,Foster,Dog,Tan/White,32.0,San Antonio
46ab0a41ca62,8172b965b359ed,03/11/2017,Adoption,Foster,Dog,Blue/White,19.0,Dallas
b03dc26db48f,b4e861d3a801e3,04/18/2015,Transfer,Partner,Cat,Orange Tabby,4.0,Dallas
6dd107bdc334,41e9ec63df12a0,06/23/2016,Adoption,,Dog,Black/Brown,16.0,San Antonio
f8f8be8c8c20,fce582b2f06e9a,09/25/2017,Return to Owner,,Dog,White/Black,44.0,Houston
53a1ec14d88a,667860080b7f56,02/23/2012,Adoption,,Dog,Buff,48.0,Austin
5319152b3fce,c8c211b09d992f,11/23/2017,Transfer,Partner,Dog,Tan,9.0,San Antonio
2f67001c83c8,de77cea1a1a8cc,10/12/2016,Return to Owner,,Dog,Red,11.0,Austin
871a1ce9527b,613cf62622c539,01/18/2014,Transfer,Partner,Dog,Blue/White,26.0,Dallas
a24c748ba06d,b613621387ed78,08/03/2015,Transfer,Partner,Cat,Black/White,6.0,San Antonio
622cb8861f58,16ab4cb4861974,03/13/2017,Return to Owner,,Dog,White,11.0,San Antonio
56c65787afb3,4f864c52bdc7fb,11/05/2014,Return to Owner,,Dog,Chocolate/White,40.0,Austin
df62dd907201,18df7ad0b91614,03/09/2016,Transfer,Partner,Dog,Tan,35.0,Austin
cc521273c184,5df9b4af90bafe,04/23/2017,Adoption,,Cat,Blue Tabby/White,8.0,Austin
a5ebeeffecb5,b01a1e9f7794a8,04/26/2018,Missing,In Kennel,Cat,Lynx Point,2.0,Fort Worth
94eb609cab64,afc12748c4eca7,06/24/2015,Adoption,,Cat,Brown Tabby,5.0,San Antonio
f9e434a444ee,c9b5df273c16a7,05/05/2014,Adoption,,Cat,Silver Tabby,9.0,Austin
bde2fa858b6e,54ca4a57dfb194,08/20/2010,Adoption,,Dog,Brown/White,40.0,Dallas
e4ec277d3dd4,b8c7fffb259801,04/24/2012,Return to Owner,,Dog,Brown Brindle/White,6.0,San Antonio
c08d2c8676ea,76c3b69211c432,12/03/2018,Adoption,Foster,Cat,Calico,10.0,Austin
28277c122cf2,6170ff547a01b9,05/05/2016,Adoption,Foster,Cat,Brown Tabby,5.0,San Antonio
25f956c43794,1914359d462972,09/24/2018,Adoption,Foster,Cat,Brown Tabby,5.0,Dallas
72d4dc1b0ab7,8661c2b2707b85,03/08/2016,Transfer,Partner,Cat,Orange Tabby/White,9.0,Austin
93b7399b6873,684ec1dd6a5f39,04/26/2017,Adoption,,Cat,Black,8.0,San Antonio
82cdd6184a14,a14e1e62071116,04/01/2014,Transfer,Partner,Cat,Brown Tabby,8.0,Austin
e6d7c1b7c5e3,5da947c9b36d0c,01/24/2019,Transfer,Partner,Dog,Cream,42.0,Fort Worth
88e77509257b,b6abb73b775fc4,08/11/2018,Transfer,Partner,Cat,Black,2.0,Dallas
301124d52a47,57f97a6d694d78,05/31/2005,Return to Owner,,Dog,Yellow,31.0,Houston
1927bd774583,dc74f6a027b121,11/12/2016,Adoption,Foster,Cat,Brown Tabby,8.0,Dallas
bed30926050b,5858a6b121757a,01/16/2014,Transfer,Partner,Dog,White/Brown,8.0,San Antonio
30db423b3fdc,3dd20c972c249c,05/02/2016,Adoption,,Cat,Torbie,8.0,Austin
718ba57a6a9e,3bbe2b65ffda0e,10/11/2014,Adoption,,Dog,Black/Tan,12.0,Dallas
0471989e035d,81577b7b8682de,01/23/2017,Transfer,Partner,Dog,Red,38.0,San Antonio
f4e447187838,70bce8370e90c4,08/10/2010,Euthanasia,Aggressive,Dog,Brown Brindle/White,27.0,San Antonio
b6996db1e73c,a9971359d58aaf,07/16/2019,Transfer,Partner,Cat,Orange Tabby,5.0,Houston
78eb0ac8dfcf,c86b80854f0bcf,09/14/2007,Return to Owner,,Dog,White/Black,44.0,Houston
9fd4982f98ab,c80f48015f37fa,07/16/2012,Transfer,Partner,Dog,Brown Brindle,31.0,Fort Worth
5b3473722bab,d72bc5cb5871d5,04/23/2006,Transfer,Partner,Dog,White,45.0,Austin
fe5507b27528,7e76356be383a3,05/01/2019,Adoption,,Dog,Red Tick/Tricolor,3.0,Dallas
2183fabd9e29,4d96ce7c5c903f,12/07/2016,Return to Owner,,Dog,Blue/White,34.0,Fort Worth
4de3e5253654,d9af34f640dc24,06/27/2016,Adoption,,Cat,Blue/White,3.0,Fort Worth
ad664885def9,16af53f93a2704,01/04/2015,Transfer,Partner,Cat,Black,8.0,Austin
3e4ae2eb2d14,9fdde5d33c341d,04/27/2015,Adoption,Foster,Cat,Brown Tabby,7.0,Fort Worth
6a703b9dac16,9219fb546d3109,06/05/2015,Adoption,,Dog,White/Blue Merle,14.0,Houston
efc40d101fa9,3fe2416fa036da,04/22/2019,Adoption,,Cat,Black/White,4.0,Dallas
eab80ff3f1ac,78dc09799cfe24,02/13/2014,Transfer,SCRP,Cat,Blue,7.0,Austin
bca331d64fdc,d4a2662785383c,05/10/2014,Adoption,,Cat,White/Black Smoke,9.0,San Antonio
cc768426c301,4121eddc76832a,06/04/2016,Return to Owner,,Dog,Tan/White,16.0,Houston
e4fa0a117a65,a2784b085dab27,01/04/1999,Return to Owner,,Dog,Black/White,37.0,Dallas
33716f49055e,36c4dbc8002a16,05/11/2015,Adoption,,Dog,Black/White,45.0,Houston
83e2e3eb5ba4,acf60e6fe6f658,01/30/2015,Adoption,,Dog,Tan,47.0,Austin
f9aeb1482eff,c1cb52b2a201eb,06/25/2016,Transfer,Partner,Dog,Black/Tan,33.0,Austin
2caca4d8ae77,2d2b849c9c2753,02/19/2015,Adoption,,Dog,Black/Brown,19.0,Austin
576387a7be31,e876bde6553067,12/31/2016,Transfer,Partner,Dog,Gold,36.0,Austin
efc5ec95a510,18aeee77166de9,12/19/2016,Adoption,,Dog,Brown,19.0,Houston
b7fe52517c25,8ff815df4ea087,08/24/2017,Adoption,Foster,Dog,Black/White,48.0,Austin
8e444b03aa09,25123359b73229,12/30/2012,Transfer,SCRP,Cat,Calico,5.0,Dallas
17d696ac1279,07d0333ec9e53e,03/16/2016,Return to Owner,,Dog,White,17.0,Dallas
832520f7184c,fb7b6dc516d148,01/05/2017,Adoption,,Dog,Tricolor,29.0,San Antonio
99c0e77c5a2e,e2e8886f682ca8,08/27/2009,Adoption,Foster,Cat,White/Black,6.0,Fort Worth
8615c7a79ce4,57be9a2c2d6fe3,04/30/2009,Adoption,,Dog,White/Black,38.0,Houston
60977e3a8713,4c4e195340af1c,06/06/2017,Adoption,,Dog,Brown,20.0,San Antonio
5e4ac4bb1430,e33427f82265ca,04/21/2017,Adoption,,Dog,White/Black,47.0,Austin
2a51f9afb431,c4f89d48908d7d,08/29/2016,Return to Owner,,Dog,Red Tick/Red,48.0,San Antonio
63cdd4686d86,8b4e8f05e8f58b,03/15/2014,Adoption,,Cat,Brown Tabby,4.0,Houston
a79b185842af,8d2687476fefdc,03/08/2014,Adoption,,Dog,Blue/White,49.0,Dallas
4465a6fb337e,3f4a09e21b4a97,01/12/2018,Adoption,,Dog,Black/White,7.0,Houston
3234b51cd339,a257caaf8de0ab,06/22/2014,Adoption,Foster,Cat,Black/White,8.0,San Antonio
03ffaf2feab7,6a99974063368c,01/18/2017,Adoption,,Cat,Orange Tabby,7.0,Fort Worth
b419cb1d37d2,bb8b5f07e80598,06/28/2015,Return to Owner,,Dog,Tan/White,39.0,San Antonio
221d0f557eaf,b7f9730e84ee2a,09/20/2009,Transfer,Partner,Dog,White/Brown,32.0,Austin
c0b4631b4e70,86287c01c548c1,02/10/2016,Adoption,,Cat,Brown Tabby,8.0,San Antonio
b8ff1ec84fd4,5b356b1e7a3519,04/24/2002,Adoption,,Cat,Blue/White,8.0,Austin
428343d591e5,850741766d17e2,03/04/2017,Return to Owner,,Dog,Red,47.0,Austin
28fe25e2312c,2e3482004e8254,11/06/2015,Adoption,,Dog,Black/White,25.0,Austin
a1a72839ec61,efbbe1bc17913f,04/02/2014,Transfer,SCRP,Cat,Black,10.0,Dallas
3a17644a9172,b142a7f8166eb6,04/05/2017,Adoption,,Cat,Cream Tabby/White,8.0,Dallas
9a79e7257214,32c014017415ba,06/05/2012,Return to Owner,,Dog,Black/White,7.0,Austin
b66cf98efc72,67b02d2ab6fd26,04/30/2010,Adoption,Foster,Dog,Tan/White,10.0,Austin
88a117cf5862,711ac5152823bf,04/19/2014,Euthanasia,Suffering,Dog,Black/White,21.0,San Antonio
d01338a2234b,86d1881e6a62d2,09/22/2014,Adoption,Offsite,Dog,Black/Brown,33.0,San Antonio
b183bfe48d73,49609939baa316,06/25/2016,Adoption,,Dog,Tan/White,30.0,Austin
439152ee69cc,9a0139401078b4,02/21/2014,Transfer,Partner,Dog,Tan/White,24.0,Fort Worth
030b4abacfef,21c5241e4d631f,12/08/2006,Transfer,Partner,Cat,Black,10.0,San Antonio
c7b8b69ea976,2aff86c5d74629,11/07/2006,Return to Owner,,Dog,Black/Tan,17.0,Austin
221662087678,48ece6ef400aae,02/19/2020,Died,In Foster,Dog,Brown,15.0,Austin
0c4c79ac906c,7c30c0550a98c3,08/04/2020,Adoption,Foster,Cat,Brown Tabby,5.0,Houston
899f3fe344c5,c8a01234d859e1,12/09/2014,Transfer,Partner,Dog,Tan,37.0,San Antonio
7c3ec1287668,3d5180134b73eb,01/30/2018,Adoption,,Dog,Black/Brown,10.0,Houston
39244b721351,6f70cc48943e30,11/25/2018,Transfer,Partner,Dog,White/Tan,8.0,Dallas
00266f8b370e,23ecf7bc13b3b3,05/06/2020,Transfer,Partner,Cat,Brown Tabby/White,2.0,Fort Worth
014c3890de97,5bb27ceeecdc5e,05/15/2017,Adoption,,Cat,Black,9.0,Dallas
71d77a999860,ed7cb071ba4423,10/06/2012,Transfer,Partner,Dog,White/Tan,4.0,San Antonio
9eb327d90a51,41005b96ba1c62,09/21/2019,Adoption,,Dog,Black/Tricolor,48.0,Austin
ba8ae67d6c43,72dfb124cd14df,02/01/2018,Adoption,,Dog,Tricolor,15.0,Austin
f87b663714a6,50578716b2b62e,03/04/2017,Adoption,,Dog,Tan/White,43.0,Austin
361b89ffb7a3,2b5ee9836e2a2b,12/21/2019,Adoption,Foster,Dog,White/Blue Merle,46.0,Fort Worth
0f713e0dd058,37062e7901210d,03/25/2019,Adoption,,Cat,Brown Tabby/White,4.0,San Antonio
8b9228ec48bc,2f4a29d7645ed4,05/19/2015,Adoption,,Cat,Black,5.0,Austin
51160ec07fe5,6b8c2d51bd1b5b,12/01/2014,Return to Owner,,Dog,White/Tan,26.0,Austin
39b0ebcfb4b2,0ce6dda3a28860,05/05/2018,Transfer,Partner,Cat,Brown Tabby,3.0,San Antonio
ccffd997192d,dbfb88214bd079,10/22/2014,Return to Owner,,Dog,Blue Merle/Tan,21.0,Austin
ac6ab9b20cd3,1163224e290905,09/10/2015,Adoption,,Dog,Red,15.0,Houston
01bfd06d274c,baa499306da2d1,07/17/2010,Return to Owner,,Dog,Brown,44.0,Austin
1e7ecc906c22,1d01f7551ae10e,08/18/2015,Euthanasia,,Cat,Brown Tabby,5.0,Austin
5752602a53ff,1ee973273bc48e,04/14/2013,Return to Owner,,Dog,Black/White,31.0,Austin
5e0b29b0828c,abc37e21bf4e78,02/26/2017,Adoption,,Dog,Tricolor,32.0,Austin
1e860b7a167c,86e31a77cc1b36,10/06/2018,Adoption,,Dog,Blue/White,6.0,San Antonio
56e210bd0340,d13d5d8dcef884,04/04/2017,Transfer,Snr,Cat,Brown Tabby/White,6.0,Dallas
0a709d93cada,df3fc18ce1c4a8,04/07/2014,Adoption,,Cat,Blue,10.0,Fort Worth
3dad3081037a,cfae17b353e813,08/13/2014,Adoption,Foster,Dog,White/Brown,39.0,Austin
9d6a4203aa3d,47a9c4ecd49bbd,08/11/2014,Return to Owner,,Dog,Tan,48.0,Dallas
651aa8671705,c5ccd2e17b3849,05/25/2016,Transfer,Partner,Cat,Black,10.0,Austin
95ade116c53f,c1d118307eeca7,06/08/2009,Return to Owner,,Dog,Chocolate,47.0,San Antonio
2c33edfdf315,9779aa6a9917b1,11/29/2017,Adoption,,Cat,Brown Tabby,6.0,Austin
2b4ae311268d,c7398cd86be39d,05/05/2012,Return to Owner,,Dog,Red/White,7.0,Austin
a1a491fcde04,ddf0bb588fa027,06/28/2015,Transfer,Partner,Cat,Cream Tabby/White,3.0,Austin
789979504acf,bedf214cde7e13,05/17/2011,Transfer,Partner,Dog,Tan,38.0,Austin
39d39e65e67f,9e359391a4196e,09/04/2018,Transfer,Partner,Cat,Brown Tabby,6.0,Fort Worth
e2c82dcdd254,6d94efc8439c8a,01/11/2018,Transfer,Partner,Cat,Orange Tabby,9.0,Dallas
86c2b99ca541,293d253659567f,08/19/2015,Adoption,,Cat,Torbie,9.0,San Antonio
43ae8ac2a540,83089158c03abf,08/13/2016,Adoption,,Dog,Red Tick,44.0,San Antonio
f7a4a14b73b2,27a5b24c3d63b6,04/16/2017,Adoption,,Cat,Black/White,8.0,Austin
3b2dfa2eebae,40bcc2f5831f7e,07/17/2018,Transfer,Partner,Dog,Black/Tan,24.0,Fort Worth
d8389b1e51c1,a9fe86453109f7,04/08/2016,Return to Owner,,Dog,White/Tan,14.0,Houston
229160d94a8a,6c91dbfbc5f4f5,11/03/2018,Adoption,,Dog,Brown/Tricolor,29.0,Dallas
00452c635de2,924dcf632b76ed,01/24/2015,Adoption,,Dog,Blue/Yellow Brindle,40.0,Austin
d9875f8541be,864c7139895250,10/06/2014,Return to Owner,,Dog,Cream,32.0,Fort Worth
4ad4037e011f,631e0c75027b88,05/20/2012,Adoption,,Dog,Brown/White,29.0,San Antonio
b47368f5a1b7,9da70077eaf368,08/25/2014,Adoption,,Cat,Tortie,7.0,Austin
3a43cdee59d4,8495b2deac8050,01/14/2012,Adoption,,Dog,Brown/Black,30.0,Fort Worth
eae64ffe5e79,c817b150eb2e05,07/15/2014,Adoption,,Dog,White,32.0,San Antonio
d383f3a1fe64,4c65f4af00ba00,06/29/2017,Transfer,Partner,Cat,Brown Tabby,3.0,Austin
4486339310d1,71b75dab682e91,04/26/2016,Adoption,Foster,Dog,Black,25.0,Houston
a590e3f7bd03,62341dcd08aef6,05/11/2016,Return to Owner,,Dog,Brown/White,5.0,Houston
731cbb924f7f,482d75791b07ac,10/25/2017,Return to Owner,,Dog,Blue/White,37.0,San Antonio
4c88144a60a4,9ffd68202e4452,03/19/2016,Adoption,,Dog,White/Buff,4.0,Fort Worth
4274d7a903f1,7aeec034922b26,03/26/2014,Adoption,,Cat,Brown Tabby/White,9.0,Austin
5709e8297da1,39c2030d1fd18b,05/14/2010,Return to Owner,,Dog,Red Merle,49.0,Fort Worth
b6f1574506d0,51882e79ca63dd,11/29/2015,Transfer,Partner,Dog,White/Brown,48.0,Fort Worth
f106a5302ea3,5ad4008ef314a1,06/14/2020,Adoption,Foster,Cat,Orange Tabby,2.0,Houston
f0d2d3626ce0,700241b960db53,11/09/2010,Adoption,Foster,Cat,Blue/White,5.0,Austin
352b2db284ae,e2e5cfd4d382dc,01/15/2014,Adoption,Foster,Dog,Cream,44.0,Austin
9f02e6f4ecf1,d5e2c6727b0b35,09/04/2019,Adoption,,Cat,Blue Point,7.0,San Antonio
67e30978e5d5,11475bcfcce184,06/22/2015,Adoption,,Cat,Black,2.0,Fort Worth
139013c7bd81,c314d675d8f9d2,02/08/2016,Adoption,,Dog,Chocolate,15.0,Austin
fc5db8935f16,455da6c4320237,01/09/2017,Adoption,,Dog,Black/White,46.0,Austin
91d632cc3c91,dd8297a1fb1c35,04/12/2012,Adoption,,Dog,Gray/White,34.0,Austin
aeeceb22bf95,8c4f9395f7c241,06/21/2009,Transfer,Partner,Dog,White,27.0,Austin
b086c4ab3b94,9d6ecc81beb1aa,09/01/2011,Transfer,Partner,Dog,White,36.0,Houston
28433b857c5c,7a146eede050d6,01/24/2012,Euthanasia,Aggressive,Dog,Black/White,48.0,Austin
2de4af84e820,68bdcfee7fbb5b,05/08/2015,Transfer,Partner,Cat,Seal Point,3.0,Austin
c5f04c907609,eb6ab765e77c8d,07/13/2017,Adoption,,Cat,Tortie,10.0,Houston
98f196eec1e6,7027633948d00d,09/11/2007,Transfer,Partner,Cat,Black/White,5.0,Austin
d7003fe8ddd9,6b05c30874fd1c,01/14/2010,Transfer,Partner,Cat,Blue/White,7.0,Austin
b50c233cfa9b,a98fa54b99ee94,04/28/2014,Adoption,,Dog,Cream,30.0,San Antonio
937eb4280114,35ab230076a7e2,04/16/2018,Transfer,Partner,Cat,Black,10.0,Fort Worth
6064192f0513,7cf3891e856ce9,03/18/2014,Adoption,,Dog,White/Black,9.0,Austin
ebc6d020c858,53dd0b71c8995a,11/20/2014,Adoption,,Cat,Orange Tabby,3.0,Fort Worth
f9d62011539d,9c9d28d8cdce3a,01/16/2018,Return to Owner,,Dog,Black/White,20.0,Austin
8f531b24be19,efa85a5b307c82,10/21/2012,Adoption,,Cat,Black,4.0,Dallas
bfa0fd2dc45c,75bc8fa3881125,09/21/2015,Adoption,,Dog,Black/Gray,15.0,San Antonio
c15a1e5573d0,13cae18c75ba1f,10/09/2017,Adoption,,Dog,Chocolate/White,15.0,San Antonio
9515f3f400d6,92f77d55e9ffa9,12/13/2011,Euthanasia,Suffering,Dog,Tan/White,27.0,Dallas
a82af2354ac6,eb8210f8efb6a8,09/19/2011,Transfer,Partner,Dog,Tan/Silver,11.0,Austin
a672cac16387,8bb0fc30a1bc95,08/10/2015,Adoption,,Cat,Brown Tabby/White,6.0,Fort Worth
acdc673beed0,fc999783b42fa9,01/27/2013,Adoption,,Dog,Black,39.0,Austin
0dfa95ceab46,20c9cbfa5d4477,12/30/2013,Return to Owner,,Dog,Tan,19.0,Houston
34a867909266,738c0edc305a0f,07/30/2014,Adoption,,Dog,Brown Brindle,41.0,Houston
7cc83ec0f5e2,d7c3c50046b289,11/11/2014,Adoption,,Dog,Red/White,39.0,San Antonio
adcb6c6c7dbf,e5a7613b33397c,03/06/2017,Adoption,,Dog,White/Black,22.0,Houston
e7b75175db0a,4609f518a03e6c,07/24/2016,Transfer,Partner,Dog,Black/White,36.0,Austin
686ac3c87417,6daee62f267086,04/17/2011,Adoption,Offsite,Dog,Tan,35.0,San Antonio
0c7211fcbff7,17c8992c3f9961,10/23/2014,Adoption,,Dog,Black,5.0,Fort Worth
77169d336789,cd26ae83b02ac2,07/17/2004,Return to Owner,,Dog,Brown/White,45.0,Austin
52a80b160b05,2c3241fb9d2f03,05/31/2016,Adoption,,Cat,Brown Tabby,6.0,Austin
6d1f86b7934a,2ed268427a1206,08/20/2012,Adoption,,Dog,Brown/White,43.0,San Antonio
8809defa0f4c,f01876c4d49dc6,02/13/2020,Adoption,Foster,Dog,Tricolor,22.0,Fort Worth
1153e4cac2c9,2a5b3c2090018a,10/27/2019,Adoption,,Dog,Red,16.0,Austin
50daf7a5f692,e47ee90162b6d9,08/19/2010,Adoption,,Dog,Yellow,3.0,Houston
8768670f204c,3044996c28c3bf,02/05/2018,Adoption,,Cat,Brown Tabby/White,7.0,San Antonio
c593a00d1d9b,ad44e18cd64b60,02/14/2015,Adoption,,Bird,Red/Black,1.75,Austin
d00b2248e43d,44c369d9aa6695,02/09/2016,Adoption,Foster,Dog,Blue Tick/Tan,16.0,Dallas
d3520795c681,0d5ba0e34250ab,06/09/2016,Transfer,Partner,Dog,White/Brown,21.0,Fort Worth
de7b40103efd,34a381927fe47d,04/09/2014,Transfer,Partner,Dog,White/Red,20.0,San Antonio
382fc3c79342,8b0d31a2c514bc,04/11/2014,Transfer,Partner,Cat,Brown Tabby,7.0,Austin
605e09180286,c0b8f55d44a7d2,04/07/2008,Adoption,Foster,Cat,Blue,4.0,Houston
91946e563e9a,41bbaf2b6e1f3a,07/13/2015,Adoption,,Cat,Tortie/White,8.0,Austin
d3142d1b07b1,2b99fa7feea33e,04/22/2018,Adoption,Foster,Cat,Calico,9.0,Houston
61dcd6a94085,2fc06ae22ff8d8,04/26/2017,Adoption,,Cat,Black,9.0,Dallas
8a9fec021fef,0307f72095f4c3,07/02/2020,Transfer,Partner,Cat,White/Black,2.0,Austin
01005eb2e6e8,7dce1b46be4044,01/14/2017,Adoption,,Dog,White/White,18.0,Houston
26db283e0610,cff675dba829bd,09/14/2015,Adoption,,Dog,White/Brown Brindle,40.0,Dallas
710bdaf48c76,e7c7dd0fa47357,11/05/2014,Adoption,,Dog,Chocolate/White,39.0,Fort Worth
4949c6287f1b,d3654763915157,01/27/2006,Adoption,Foster,Dog,Brown/Tan,32.0,Dallas
b4fb7ed1b8e1,ebe9c66d8c3a37,08/30/2012,Adoption,Foster,Dog,Brown/Tan,14.0,Fort Worth
f3f4a9b399b0,39d6f1b5353230,03/11/2014,Return to Owner,,Dog,Blue/White,9.0,Houston
28edbe22b057,b4b9cf9c3d11c4,04/26/2014,Transfer,Partner,Cat,Black/White,4.0,Austin
9924afac39c9,6e6d67049dd706,07/07/2019,Transfer,Partner,Dog,Fawn/White,18.0,San Antonio
6c1e374eac9a,425b86e1583952,03/09/2017,Transfer,Partner,Cat,Blue Tabby,7.0,Fort Worth
27ca600efafe,91560f8b61dacd,12/28/2014,Adoption,,Dog,Black/White,15.0,Dallas
af0f6d50e95d,f626aa23cf7c06,06/10/2017,Transfer,Snr,Cat,Gray/White,6.0,Dallas
6f0ca1fbba52,8d52ba8f68d41f,10/27/2018,Adoption,,Dog,Black/Tan,9.0,Fort Worth
302910a9189f,bf6857a88aa903,11/29/2018,Adoption,,Cat,Black,3.0,Austin
416ffb4b3911,0d7aa4ac82dc65,12/30/2004,Adoption,Foster,Dog,White,30.0,San Antonio
6fca952b352a,4bce19cb09cf81,08/01/2018,Transfer,Snr,Cat,White/Blue,4.0,Dallas
4b3870ba910a,fe48975f7a45b0,04/27/2014,Transfer,Partner,Cat,Orange Tabby,3.0,Austin
fa19bb764396,e5be01147a8bb7,05/12/2017,Adoption,,Cat,Brown Tabby/White,10.0,Austin
c9f2f4ca06c0,9fff0d64aa811a,02/22/2014,Adoption,,Cat,Torbie,6.0,Dallas
e063348053c5,c52174c8ff07cf,09/08/2008,Adoption,,Dog,White,38.0,Houston
