sponsorid,animaltype,location
7754a1292950aa,Cat,Houston
1dd5c9ed502596,Cat,Austin
6741c510f4ea29,Cat,Houston
072deca9bcade9,Dog,Dallas
04f70a12c9ac8f,Cat,Houston
29cee7201a03a1,Dog,San Antonio
3b64b7b88803d9,Dog,Austin
8330271244b0ab,Cat,Austin
a88237d98f33f2,Dog,Fort Worth
caf35dfe55940e,Dog,Dallas
26924031f15cc4,Dog,Austin
1dbc59626ff440,Dog,Austin
1c8312a9ea8a21,Cat,Houston
27648cdc047621,Dog,Houston
a2e2c79ae630a5,Dog,Fort Worth
2465e83b730bb1,Dog,Houston
0b8f77000b82cb,Dog,Dallas
06be55fdb82e55,Dog,San Antonio
4593e05d3cae13,Dog,Austin
94db80131a5941,Bird,Houston
54c46fa9c74229,Cat,Houston
80086b28d844c5,Cat,Fort Worth
ae2eee8f8ba480,Dog,San Antonio
3004fc50fe2c0f,Dog,Houston
60802971dca647,Dog,San Antonio
4899b96a8ef0ea,Cat,San Antonio
15688a37481fc1,Dog,Dallas
3957ed14d1302b,Dog,Dallas
435cc99bb8e02d,Cat,Houston
fe1cf8f16c8955,Dog,Dallas
37e2e010acc22b,Dog,Austin
4ffab28e04d944,Dog,Austin
d44b4b6624d107,Dog,Fort Worth
ea7be22a852d4d,Dog,San Antonio
0ccfc012aff57d,Cat,Houston
b9c0b8fed20837,Bird,Dallas
c10f6f2a278b10,Dog,Austin
67b02d2ab6fd26,Cat,Fort Worth
1811f4e027de10,Cat,Fort Worth
c3e93f201aeb15,Cat,Austin
38cbbf00b786a9,Dog,Fort Worth
f9345686d9a736,Dog,Houston
8cd7e3875b88cf,Dog,Austin
591d4e7bc3415d,Cat,San Antonio
9b893b5a0cf0fe,Dog,Austin
07bdbcba1bf8c7,Dog,Austin
ea723605d723d0,Dog,Dallas
a5e031da6460d9,Cat,Austin
71ad055d139ee6,Cat,Houston
5178c81a2b2139,Cat,Dallas
9d33e6b378e1db,Cat,Houston
82de0776d83c63,Dog,San Antonio
7580571fb03e82,Cat,Houston
cf30e29ca6d132,Dog,Fort Worth
17037888ca2888,Cat,San Antonio
83d6cb3b0de4f8,Cat,Dallas
6955acb10257f6,Cat,Austin
a06f3f3f45a7b8,Cat,Austin
4fda0d73a2ca4f,Dog,Fort Worth
c6d89910717833,Dog,Houston
4e8e8bd86bfc06,Dog,Dallas
d4e8829a6697c9,Cat,San Antonio
2fa808f21eb7dc,Cat,Houston
52911dd822bf86,Dog,Dallas
e82fbade02a8ae,Dog,Houston
9a2b836b2f9427,Dog,Houston
66c7bdb25ed190,Dog,Houston
b6528bca7d94bc,Cat,Houston
3ffcc3f9f7762d,Cat,Austin
c10b2941c8a52e,Cat,Dallas
d11302e2b4c5b2,Cat,Austin
2edb962acae4be,Dog,Austin
aaa3aa1e9b55b1,Cat,Austin
e5d494aba9a83a,Cat,Houston
931531dfc04cb3,Dog,Austin
a0eb4937090904,Dog,Houston
7cf5a6969cd46b,Dog,Austin
80e823ec8dcc3b,Cat,Austin
c351fc7ac427ed,Dog,Houston
d4ed48c2f529ee,Dog,Austin
3a7e745950ff9f,Dog,Dallas
a3cc1cd1d8bd15,Dog,Austin
10a72db8b38a8b,Cat,San Antonio
3ab2bc1bf5d906,Dog,Fort Worth
cc1f0c8dc826d6,Dog,Fort Worth
208e9004b85bbb,Cat,Houston
50bbb9e2da92f2,Dog,Austin
db58d7f545335a,Cat,Austin
ea53205ade8913,Dog,Dallas
e4239a2d175a39,Dog,San Antonio
2719369fa0c0ea,Dog,Houston
699b8f1eea0557,Cat,Dallas
97036004192385,Dog,Houston
1eb8791974fb43,Dog,San Antonio
899715ad824271,Dog,Houston
63877005fcf7b2,Dog,San Antonio
6901d4b7be0a45,Cat,Houston
1c75254138c57e,Dog,Austin
2ea222f0c3b37c,Cat,Fort Worth
e83ccd2eef96f7,Dog,Houston
3f65b2f6c058a4,Dog,San Antonio
fec0e9c96a4a0a,Cat,Dallas
6e8c02cd21a842,Dog,San Antonio
13b5ecfef62ca9,Cat,Houston
5582af9bbc3ed3,Dog,Austin
108268ea4cdb6d,Cat,Fort Worth
093deed25400ab,Dog,Dallas
8a45a40285a937,Dog,Houston
7dac9d7c8f994f,Dog,San Antonio
efba2ac2b4cdf4,Dog,Austin
83d690409362d6,Dog,Austin
fd36e5a10eeb09,Cat,San Antonio
bb4f9c984e5076,Cat,Austin
25c9ddc062f4be,Dog,Houston
794d91ff5e867d,Dog,Houston
352884867fd57a,Dog,San Antonio
549076b2e9bc45,Cat,Fort Worth
cee613f0f41c14,Dog,Dallas
832a08e96ed958,Cat,San Antonio
86b14294a468c3,Dog,Houston
5a803299e74dd7,Dog,San Antonio
22e110334b1748,Dog,Austin
00c8f937d9571b,Cat,San Antonio
8c2a32316d25eb,Dog,Austin
db98d51b3b6aa4,Dog,Dallas
0d43852aedfa1b,Cat,Houston
7df905b6b1847d,Cat,Houston
43dfa7ef83d83b,Dog,San Antonio
5e505442e07335,Dog,San Antonio
4bd59aa315e808,Dog,Houston
584700d7bc577b,Dog,Houston
700f3c58c53bb3,Dog,Houston
6926f5789af50f,Dog,Austin
83efea2718ce09,Cat,San Antonio
105c23ee96864a,Cat,San Antonio
e3a51a4d8cc702,Cat,Houston
a1b4171c3a0240,Dog,Fort Worth
95a00f4d5f693a,Cat,Dallas
5b79d868769685,Cat,Fort Worth
b72020bc8807d0,Cat,Houston
b2f8f020385d09,Cat,Austin
ef49f985990c00,Cat,Austin
58e1734e7599f3,Dog,San Antonio
7a1e0f9338b4fe,Cat,Dallas
b45099f876ca39,Dog,Dallas
64c0a0f0c43df9,Cat,Houston
3ac94ee1e519f5,Dog,Dallas
37a2eb996fc1f0,Dog,Houston
24aeb894476f55,Cat,Houston
d348b9aa27dc50,Dog,Dallas
aebf355d8ecaaa,Dog,Houston
ebb55c3977a81f,Cat,San Antonio
b26deb1084d45f,Dog,Austin
b25695fcb22a31,Dog,San Antonio
4609f518a03e6c,Dog,San Antonio
dcdeb171c43792,Cat,Austin
4c09d947a8c660,Cat,San Antonio
fc402424e91110,Cat,Houston
d6643d807f9e93,Dog,Austin
f17c00126e32b4,Dog,Fort Worth
46b2bd444df0d4,Dog,San Antonio
22f3526bb5e794,Cat,Austin
c4ff46ba5f2aaa,Dog,Austin
7126d96889803f,Cat,Houston
91ebe28206d4fe,Dog,Austin
16dbe8242fc8ec,Dog,Austin
5208c0a6d3f4a6,Dog,Austin
055b0e4a9ac123,Dog,Dallas
51d7b55b90c5a1,Dog,Houston
8c6186590ba950,Dog,Austin
e5c9a633523b4c,Cat,Dallas
6fc73c3229216f,Cat,Austin
d929f0d64276d4,Dog,San Antonio
5dc04abf0f7374,Dog,Austin
6b15735fc70be6,Cat,Austin
1209b77e4f0ada,Dog,Houston
40dc15748a9638,Dog,Austin
8a1215951be889,Dog,Houston
cb9e936bce067a,Dog,Houston
01687961c1c078,Dog,Austin
9d2d0a5eed393c,Dog,Houston
6319d40d6f6c9f,Cat,Houston
c5014f26869917,Cat,Fort Worth
4328e9e65d8d63,Cat,Houston
b7ac910ef13453,Dog,Austin
2ec6e2a558c959,Dog,Fort Worth
2f4a97be9a9df8,Cat,Houston
517e37f57a2683,Dog,Dallas
e16b76300f3ffd,Dog,Dallas
89926305de9839,Dog,Houston
ca007ed171c6d3,Cat,Houston
132889cbe9f48c,Cat,Houston
bc194db1490161,Cat,Dallas
424baf2267d9f7,Dog,Austin
839924c4b45ddb,Dog,Austin
b0f53007735fd8,Dog,Dallas
eb796b37275e4c,Cat,Austin
657aa23d14fdb1,Dog,San Antonio
a095cc68c2b9e4,Dog,Austin
3d9a76aff608b9,Dog,Houston
7f27758bc3ada0,Dog,Austin
5aeda6bc231d87,Cat,Houston
26bd467bb2cda0,Dog,Dallas
4a5cdef365d6cc,Dog,Houston
f3713aad5c13e3,Dog,Houston
20c63db1261cab,Dog,Dallas
f53d150fe04bf9,Dog,Austin
227efe05327fbf,Dog,Houston
cc2cb32fa6e665,Cat,Houston
5be32e04046613,Dog,San Antonio
2f13f895af346b,Cat,Austin
625a4869f7c05c,Cat,Houston
034fc9b49b8b99,Cat,Fort Worth
309d9f48eaf082,Cat,Austin
659acadd3c78d0,Dog,San Antonio
8a24a39924904a,Dog,Austin
f931070aecf209,Cat,Fort Worth
ddfc260ccc27cc,Cat,Houston
3aad64105a2f9e,Dog,San Antonio
cd9218fe802083,Dog,Austin
f1b69670d97fcd,Dog,Houston
32b31986a9ce70,Cat,Austin
f2fcaa77a87255,Cat,Austin
d48a7314d52b3e,Cat,Houston
af7f4e9ef67c72,Dog,San Antonio
63dd9b84e54331,Dog,Austin
c36f5767fbfd6b,Dog,San Antonio
fcd0e52a5ba58e,Dog,Fort Worth
5d0596ddb30f92,Cat,Dallas
0ed66154371281,Cat,Austin
a9bc5d7efb6351,Dog,Houston
145a32168924ee,Dog,Fort Worth
c0b2695067cef3,Cat,Houston
04b49f571fbdbb,Cat,Houston
abb306b473c365,Dog,San Antonio
6f854953f335e8,Dog,Dallas
0cfb90849b570e,Cat,Austin
b29c2c833d72e7,Cat,Fort Worth
48c74ffbbdd609,Dog,Austin
5d0f5251e1183b,Dog,Dallas
27b2578e8c885b,Dog,Austin
b33afe70aacef6,Cat,San Antonio
566343d10d47db,Dog,Houston
cb7a3f66359570,Dog,Dallas
a3c02aed422b83,Dog,Houston
08c16bae853fe7,Dog,Austin
429c3b0550f735,Dog,Austin
6daa871e1eea69,Dog,Houston
77d85231ea983e,Cat,San Antonio
a853f12a187d5a,Dog,Austin
00a471cd08b6f2,Dog,Fort Worth
f791659bf68e5a,Cat,Houston
46b34033089811,Dog,San Antonio
d99f4e797d5b7a,Cat,Houston
adb3fb375c188a,Cat,Dallas
6d47f5cf6fcc64,Cat,Houston
938987fd6fb1c0,Cat,Austin
99bd0f480b8ccf,Cat,San Antonio
f25e213158429b,Cat,Fort Worth
939eadfce1ad23,Dog,San Antonio
867b3762047753,Dog,Austin
26eff95f9bc04f,Dog,Houston
578657dfa7b4d4,Dog,Austin
053c0a74cde154,Dog,Dallas
d3b45e19e4cb59,Cat,San Antonio
6c7f343f36b47b,Cat,Houston
a684a8601b6777,Cat,Austin
e9fd8c0ea17689,Cat,Dallas
cc30ed9363af06,Cat,Austin
dfe6476c4dcdba,Dog,San Antonio
88d39832d24c63,Dog,Austin
96a028c375e971,Dog,Fort Worth
e83ae09b4884c7,Dog,San Antonio
b2df9096059d94,Cat,San Antonio
5a96132fb21944,Dog,Austin
47cf32bb9bb8df,Cat,Austin
18b3c19dddcfdf,Cat,Dallas
ca0ca31c77089e,Dog,Houston
3a7b3dec411dc3,Dog,Fort Worth
7624e925a267e4,Cat,Austin
5e315ecbfebf87,Dog,San Antonio
dda8cde8b62e2a,Dog,Houston
ffd8fb854e2890,Dog,Dallas
cb763922b3f64e,Dog,Austin
6a85a1fb0aa092,Dog,Dallas
e8f6b261663949,Cat,Houston
b04084b947103c,Cat,Austin
07b0e7f63eb909,Cat,Houston
3b6ff6254169b1,Dog,Austin
61793eb90bd5a2,Dog,San Antonio
9096f086814948,Dog,Houston
7084b4b2c30d2a,Cat,Fort Worth
42430fbf2318a8,Cat,Austin
c0b057c4b23233,Dog,San Antonio
3c04b78728557e,Dog,Dallas
f8ee3464467551,Cat,Austin
be451cda305958,Dog,San Antonio
f06b280b2298b9,Dog,Fort Worth
72b6005e1214ca,Dog,San Antonio
84c34e12585b8d,Cat,Houston
c19971e7f78f4b,Cat,Houston
18fc0f2c8b515b,Cat,Austin
7be6e497475623,Dog,San Antonio
cc016c42cf8648,Dog,Houston
a7bfcc32bbbef3,Dog,Dallas
fffed38b9502cc,Cat,San Antonio
3e1fb2d01add1d,Dog,Fort Worth
2c51bd20349eee,Cat,Austin
54dfbb968840f7,Dog,Houston
82f6e848080cf4,Cat,Houston
14122df284d771,Dog,Dallas
cf9e98b5d0f39a,Dog,Austin
8ab916338b0382,Dog,Austin
05549bfd93b24d,Dog,Dallas
71fc4ab927de52,Dog,Houston
37e4b25a806c6c,Dog,Austin
a265455c6f44f2,Dog,Houston
0c2ec85b5e236b,Dog,San Antonio
e514ca172132ef,Cat,San Antonio
44f8cb3bb33400,Dog,Houston
04bfb5e4ca95ac,Dog,Austin
4a41da8e79ca11,Dog,Austin
f50dfc6f43f26a,Dog,Austin
fb82251b75095d,Cat,Austin
95e191e9aa277e,Dog,San Antonio
f953ba7e87a030,Dog,Fort Worth
aba05a7c70e3e6,Dog,Austin
983c194f9b5af9,Cat,Houston
15ae9a0e63f72a,Cat,Austin
2b35ca156f4b8c,Cat,Austin
deed9e28e7ef4d,Cat,Houston
426669ca827545,Dog,Houston
fd623ef818cb67,Cat,Austin
0c0c788b3b9bf9,Cat,Houston
1d47f83bc10cd7,Dog,Houston
054901d2eae751,Dog,Dallas
49184c65979f71,Cat,San Antonio
c517fdebe87986,Dog,Fort Worth
abb93f82ed2e42,Dog,Dallas
524fb03d229d7e,Dog,Austin
220377bb15aa69,Cat,Austin
a520197dbaf974,Cat,Austin
f11bbe6d381f15,Cat,Houston
4fdf62b31e3ae6,Cat,Austin
27f281f578d91e,Dog,Fort Worth
8d0bdba10b8928,Dog,Dallas
e3cd36c028361f,Dog,Dallas
9f7e4757aec0e1,Cat,Houston
087f16571c92bd,Cat,Austin
2385b55701e82a,Dog,Dallas
669f1ce0dd5351,Cat,San Antonio
89037f6c280f89,Cat,Fort Worth
91651953f91b97,Dog,Houston
8dcacdf4b8f97c,Dog,Fort Worth
c0af5296cc8a74,Dog,Houston
f01c8c1e389420,Dog,Fort Worth
fe0572f6f89c5b,Cat,Dallas
06e6a5a97245c3,Cat,Austin
af9a6f75d44ded,Dog,Dallas
97b99c2d88dfab,Dog,Fort Worth
8a76499ca1bd1e,Dog,Fort Worth
4b4514424c68e6,Dog,Houston
d25023e8c7fa24,Cat,Dallas
86108027e7e452,Cat,Dallas
2de2e2d7afff0f,Cat,Fort Worth
2506735a3bc124,Dog,Austin
1ca9df9744e51e,Cat,Houston
1dfe04aa7a4952,Dog,Dallas
033fd838c3b95a,Dog,Houston
6d2ca57867dd2e,Dog,Houston
1aab5d8ee53a13,Dog,San Antonio
86ab7db2f9503f,Cat,Austin
014b89c103daa8,Dog,Fort Worth
644ba5654b6267,Cat,Houston
316adca4509c8e,Cat,Fort Worth
f4d606c8ce54a3,Cat,Austin
546176890be9cc,Dog,Houston
db9709ad680882,Dog,Dallas
e044683a0c5a9e,Dog,Houston
dca75bb398031c,Dog,Houston
136351ab493e75,Dog,Houston
6f1b9bc014656b,Dog,Fort Worth
52262911237a1f,Dog,Houston
e6d1d0683e4b81,Dog,San Antonio
634ff3db8c1e14,Dog,Houston
07a0c436075f28,Dog,Houston
2a30ffc3f29ec2,Dog,Fort Worth
4fb7d6615fde5c,Dog,Austin
9c29b9ec36e464,Dog,Fort Worth
2464a647b590d6,Dog,Austin
95878f5870ad35,Dog,Fort Worth
dc88412c520cd8,Cat,Houston
b6a03b4a81c470,Dog,Dallas
fe5375e300e004,Cat,San Antonio
d65c8e917c8479,Cat,Austin
a74fc8b90ffff5,Dog,Fort Worth
c6bbc0951f49b1,Dog,Dallas
a8d93bf4f45aea,Dog,Dallas
4abe3e4a4e94b1,Dog,Dallas
edeee4d5ab01b3,Cat,Houston
10748563a62d44,Dog,Dallas
58516115bfa1fa,Dog,Austin
beac05958b7fde,Cat,Austin
32421cea7f0fed,Cat,Dallas
17efc9309c936e,Cat,Austin
901bac7f4e6137,Cat,Austin
4c137a1d4a4220,Cat,Austin
5e6f20a54d8c02,Dog,San Antonio
a1213f99de2617,Cat,Fort Worth
d5c6ed755507f3,Bird,Austin
f68041dd51c677,Dog,San Antonio
ac10a5ee367ef5,Dog,Austin
a83fad55d80786,Cat,Houston
500ca6b034a215,Dog,Fort Worth
a1679bcf8ef92e,Dog,Fort Worth
f00c31d4e67039,Dog,Houston
2cbd0e31592285,Dog,Austin
123e541e56e0d3,Dog,Dallas
879d48024358ec,Dog,Dallas
4af2a84710f1ab,Dog,San Antonio
4528bacc53a7fb,Dog,Dallas
4cbb70b7d1b4ca,Cat,San Antonio
9fadbb9a3f54f4,Cat,Houston
39bfe3d33a40dc,Dog,Dallas
17fcda159dadbe,Dog,San Antonio
c0a292e92a14e3,Dog,Austin
a5784dce14ce91,Dog,Dallas
d1a61a2522c52c,Dog,Dallas
0d357f00c060ec,Cat,Houston
cfa2fb9f804a2d,Dog,Austin
277a8220166f32,Cat,San Antonio
da0b0ade7aeb1a,Cat,Dallas
e5b43982382131,Cat,Fort Worth
38b67c0f84d68f,Cat,Fort Worth
fbf82cc0c75d11,Dog,Houston
f8ef91f7c65d66,Dog,San Antonio
c1b6900515e1fb,Dog,San Antonio
20c227058789a6,Dog,Austin
301dfc0bd0e87f,Cat,Houston
8b972c19c98117,Cat,Houston
35cac4a214c8b6,Cat,Fort Worth
fb26f0245fa1ac,Cat,Dallas
d4f07668212b15,Dog,Austin
129ab56ca0abcf,Dog,San Antonio
53276063d7f67c,Dog,Houston
7740eb5872b01e,Dog,Dallas
3f19a9393ad8b2,Cat,Austin
a43d779cba7304,Dog,San Antonio
8842ccece325c6,Dog,Dallas
2be7822bb2f2ee,Cat,Fort Worth
2e23cb4016b3ef,Cat,Houston
67e38339f59d7a,Cat,Houston
fc127d64ffb79a,Dog,Fort Worth
c6b764697b196d,Dog,Houston
94f8c5b667a1c4,Cat,Austin
04e5c8dae30cac,Dog,Fort Worth
a8f78f8dcffa81,Cat,Dallas
9351ff156541b0,Dog,Austin
991390f3ae5ce0,Dog,Houston
df13ed615e8ab3,Dog,Fort Worth
94ab834c021437,Dog,Fort Worth
fc876e83151c10,Dog,Houston
988dc7a3dfdcb8,Dog,Houston
9f7842c4151cae,Cat,Fort Worth
9d252428b4340e,Dog,San Antonio
3ba0885d587314,Dog,Houston
8784bfcd2cc53e,Dog,Austin
872274a0de67ad,Cat,Houston
850a68411d173c,Dog,Austin
cf5742fe52d706,Dog,Austin
476b1560798e60,Dog,Houston
b6b582aef947e6,Cat,Austin
a41fa313e23175,Dog,San Antonio
befbab1865c62d,Cat,Dallas
aee321ddeae761,Cat,Houston
e865b12abbae54,Dog,Houston
6a9d917c8b549c,Cat,Austin
7c051e29f25e13,Cat,Fort Worth
1.8564409217E+13,Cat,Fort Worth
f64b61b37dcc80,Dog,Houston
67a6877f38121d,Dog,Austin
1f19c24b472604,Cat,Austin
0473920b52d048,Dog,San Antonio
eebee089bbcb19,Dog,Austin
0412d55c47756e,Cat,San Antonio
38d4e44f7763e2,Dog,Austin
9fb647d0d3d62c,Dog,Houston
600f01e9c9a160,Cat,Houston
7f5efd1c55aa50,Cat,San Antonio
6e7e58ba258a4e,Dog,San Antonio
575510f2b891bf,Dog,Fort Worth
de04a6cf7a6173,Dog,Austin
2a6772aad1a165,Dog,Houston
ae0b5fa43ef9c8,Dog,San Antonio
32e340db6afcc4,Dog,Houston
845d68af4db972,Dog,Austin
2e92aa9427513c,Dog,San Antonio
a50f8c61277f46,Cat,Austin
9e1d34013bea03,Dog,Houston
161232f3c18966,Dog,Austin
1de3431ff2cbcf,Cat,Houston
468248b2b6c684,Dog,Houston
e564c27a4a2ea5,Dog,Dallas
116c5cc903df49,Dog,San Antonio
3c1b2bab7fba8a,Cat,Austin
41d45d6206a9be,Dog,Houston
dc7872bcd186bc,Dog,Austin
15a8b921ccade9,Cat,Austin
b9507b2c58ee8e,Dog,Houston
33a862a4516d15,Cat,Houston
eda1776d9fd0d5,Dog,Austin
475c93b7166ea9,Dog,San Antonio
b8c15628099aa2,Cat,San Antonio
0f3705d878ffc0,Dog,Dallas
43a1ea9ddc199b,Dog,San Antonio
c3d971eb067755,Dog,Austin
b1766c6225f94c,Dog,Austin
d5ffdbddd1cc29,Dog,Houston
91c0d99565b07e,Cat,Austin
8e291b3213f04c,Dog,Dallas
9ecfa1a5914ddd,Cat,Fort Worth
a7cf346a760943,Dog,San Antonio
275363cccd19cb,Dog,Dallas
584308e9ffd609,Cat,Houston
0f0126e65730b8,Dog,Dallas
dc0f0906d24a33,Dog,Dallas
78b860c48015ec,Bird,Houston
f109f2307ff3ef,Dog,Dallas
76cafd15a6cb82,Dog,Dallas
f994c2908742d0,Dog,Austin
34199e8dd38bdc,Cat,Fort Worth
3d702fe8b31010,Cat,San Antonio
f08e720a5f3105,Dog,Austin
4228fdec04260d,Dog,Fort Worth
79dcdf9ef2f31a,Dog,Dallas
b95bb51d374c15,Cat,Houston
df148d3952887d,Dog,Dallas
12a2d26e612d73,Dog,Houston
b85635bb8cad3d,Dog,Fort Worth
6e905600a2de2e,Dog,San Antonio
92643dae8f0af7,Dog,Austin
aa8cdeeb9d7183,Dog,Austin
1667580200b70d,Dog,Austin
4190e4d55c3c57,Cat,Austin
c3f39562216622,Dog,Dallas
f959044de97831,Dog,Austin
656db3e3458cea,Cat,Houston
c26c870d3bc763,Dog,Houston
40e5e58e968625,Cat,Austin
97579248abd2df,Dog,San Antonio
2fb6cfad95eb12,Dog,Houston
b8d673e8651926,Cat,Dallas
6a2c5a15046fcb,Cat,Dallas
7d32be1c8fd244,Dog,Austin
496e57eaeb484e,Cat,Houston
e3f350b8f42992,Cat,Austin
211111ea5748e9,Dog,Dallas
3bd66578ced738,Cat,Houston
63d2435df909e9,Dog,San Antonio
42408d1a2867cc,Dog,San Antonio
f85c1c08b094ef,Dog,Fort Worth
9fdf0f03df712c,Dog,Houston
550ed0816fc65d,Dog,Houston
fb597e8446ef92,Dog,Dallas
9cd98c15164d6b,Dog,Fort Worth
3efa879ad32cce,Dog,Austin
2ec93243e6e7c7,Dog,Fort Worth
53c18045f1f2b8,Dog,Houston
8ccb0c913512c7,Cat,Houston
cd8e6621bd5665,Dog,Houston
0e50af5cea271f,Cat,Houston
8e111c6caa146c,Cat,Austin
621982aa99f54a,Cat,Houston
9950d0759cb008,Cat,San Antonio
7c7b379a38ab67,Dog,Austin
8d85d2218f2b39,Cat,Austin
085a1368ad99aa,Dog,Austin
b90f69c484833a,Dog,Fort Worth
0b8d7d48bbca9a,Dog,Austin
42af0601d11961,Dog,San Antonio
08cffa5f781639,Dog,Fort Worth
ee41c93c1b6f86,Dog,Austin
7615c5b997f930,Cat,San Antonio
e2009704439852,Dog,Houston
39cf094d31490b,Dog,Austin
dacbbed269e272,Dog,Houston
ff579f1392ebff,Cat,Houston
924fbff3af455f,Cat,Houston
e386bd4fb19d37,Cat,Houston
6ef6f89736f7e3,Dog,Houston
64059c9d71a829,Dog,Fort Worth
1666433e830c9f,Dog,San Antonio
15da0e39406c1a,Dog,Austin
07bc3c6bc3379c,Cat,Houston
1b1c072a94be77,Dog,Houston
3bcb1bd7d735eb,Dog,Dallas
632a5d1639ce3b,Cat,Austin
f2f7f804837e5f,Cat,Austin
e9911170020c4a,Dog,Austin
108fa30a145485,Cat,Houston
435985cea77aef,Dog,Austin
e0f9d2888059d2,Dog,San Antonio
0a3b807dabb627,Cat,Dallas
c1dcc8c0ed728a,Cat,Austin
f5dc0c61f9b494,Cat,Houston
c6bf315067b1e8,Dog,Austin
f27b79170a437f,Cat,Austin
15a50f7c5a2ba3,Cat,Dallas
797420e52d596c,Cat,Austin
c03d44bf8d1cd5,Dog,Houston
626f8fcd0a6cee,Dog,Dallas
39a4d5f832667f,Cat,Austin
a30cbe311428b1,Dog,Dallas
2f34f6ea058f8d,Cat,Fort Worth
7c2d9708a40f87,Dog,Houston
7131750f216c67,Dog,Houston
788ac5081ac153,Dog,Dallas
54847d8515cc16,Dog,San Antonio
5f023c36660b99,Dog,Austin
5849e2e8e1b223,Dog,Austin
2cd6726b23a1a4,Dog,San Antonio
cfe4aa9fa42c08,Dog,San Antonio
e44b6de1db84d7,Dog,San Antonio
93199f0b0c41be,Dog,Dallas
6037afaf921c2c,Dog,Dallas
b7fc8513d1dbe2,Dog,San Antonio
8d3b04dcffbcc1,Cat,Austin
d40d0d9a6a4451,Cat,Dallas
f9985aeb87885a,Cat,Austin
edcaf21a527e07,Dog,Austin
53296cd4e4c463,Dog,San Antonio
ca6651d364a220,Dog,Austin
9016053355d43a,Dog,Fort Worth
a28a79df2f3dde,Cat,San Antonio
5cf9694a1b4e99,Dog,San Antonio
299f5e03f1589d,Cat,Austin
2ac9d8bc71175f,Dog,Houston
c0670e2d056ecb,Dog,San Antonio
327eac35e9a472,Dog,San Antonio
e75955397130bb,Dog,Houston
6d482a9a1ac7f9,Cat,San Antonio
628e1d182b5741,Dog,San Antonio
7e9895078a89df,Cat,San Antonio
110a33709bb691,Dog,Houston
6f9630c8bc8f2e,Dog,Austin
54b9094cece215,Cat,Austin
f94d5c180808ba,Cat,Houston
2a58649c5add46,Cat,San Antonio
e685938b99d7bc,Dog,Austin
79ae9c359af839,Dog,Houston
ef4132a3285bf0,Dog,Austin
01fe5a79300287,Dog,Dallas
bd6e1f481c4353,Cat,Houston
091fea5d6e3833,Dog,Austin
1f11cec2b68b17,Cat,Dallas
498875cbe9e974,Dog,Houston
dfc08de0876a9d,Cat,San Antonio
468330e5af1bee,Dog,Houston
e484da7c5d5173,Dog,Austin
7934d28bfed9b8,Cat,Dallas
1b3f09f2552558,Dog,Fort Worth
9b8e2b8ef42b3e,Dog,Austin
f6b86e5a322771,Cat,San Antonio
9dbf9ab4125656,Dog,Houston
67a7a0b2a62e44,Dog,San Antonio
04d82b90a6eda8,Dog,Houston
19e2a47259bd39,Cat,San Antonio
7def41201312f2,Cat,San Antonio
85205d5dd5dcf0,Dog,Dallas
4fa524306817e0,Dog,Houston
47234997ab0114,Cat,Austin
8c2278e60eac79,Dog,Dallas
1492f8e96b12a3,Dog,San Antonio
50148f77a95ae1,Dog,Houston
4ddd3b6a9ec55f,Dog,San Antonio
d44d76cfe15df0,Cat,San Antonio
aa8b18f133388c,Dog,Houston
f47d0fb6501fde,Cat,Austin
afff4a90aedab3,Cat,San Antonio
df0744fb0cb466,Dog,Houston
a37d184cf8dd77,Cat,Houston
008f3528eb982e,Cat,Austin
8c66424aff4b82,Cat,Houston
611cf562efc2e5,Dog,Dallas
20539c5f65c178,Cat,Austin
2d0f4658b04986,Dog,Austin
54a5c55c5ed787,Dog,Houston
6068b02eb5b684,Dog,San Antonio
42182d7cbca9db,Cat,Dallas
a3ee77f001211a,Dog,Houston
ea024ad9c5584a,Dog,Houston
b867e050da54af,Dog,San Antonio
967a2ba1f7bcd5,Dog,Dallas
76b623924c5fd4,Dog,Houston
f3de00c24336c4,Dog,Houston
